reporting_airline,dot_id_reporting_airline,tail_number,originairportid,origin,destairportid,dest,crsdeptime,deptime,depdelay,crsarrtime,arrtime,arrdelay,cancelled,totaladdgtime,arrival_time,col_for_aircraft_model,arrival_time_min,time_only_int,Taxis_departed
"MQ",20398,"N673MQ",14492,"RDU",13930,"ORD",1510,1516,6,1625,1616,-9,0,0,1616,"null",976,990,5
"MQ",20398,"N659MQ",11433,"DTW",13930,"ORD",1600,1555,-5,1625,1616,-9,0,0,1616,"null",976,990,5
"AA",19805,"N4XMAA",11298,"DFW",13930,"ORD",1100,1412,192,1310,1617,187,0,0,1617,"null",977,990,5
"MQ",20398,"N631MQ",11267,"DAY",13930,"ORD",1530,1610,40,1545,1618,33,0,0,1618,"null",978,990,5
"YV",20378,"N521LR",14100,"PHL",13930,"ORD",1446,1442,-4,1559,1618,19,0,0,1618,"null",978,990,5
"AS",19930,"N556AS",14057,"PDX",13930,"ORD",1020,1012,-8,1618,1620,2,0,0,1620,"null",980,990,5
"AA",19805,"N3FWAA",13303,"MIA",13930,"ORD",1405,1412,7,1620,1621,1,0,0,1621,"null",981,990,5
"EV",20366,"N13949",10529,"BDL",13930,"ORD",1403,1359,-4,1540,1615,35,0,0,1615,"null",975,1005,2
"MQ",20398,"N673MQ",14492,"RDU",13930,"ORD",1510,1516,6,1625,1616,-9,0,0,1616,"null",976,1005,2
"MQ",20398,"N659MQ",11433,"DTW",13930,"ORD",1600,1555,-5,1625,1616,-9,0,0,1616,"null",976,1005,2
"AA",19805,"N4XMAA",11298,"DFW",13930,"ORD",1100,1412,192,1310,1617,187,0,0,1617,"null",977,1005,2
"MQ",20398,"N631MQ",11267,"DAY",13930,"ORD",1530,1610,40,1545,1618,33,0,0,1618,"null",978,1005,2
"YV",20378,"N521LR",14100,"PHL",13930,"ORD",1446,1442,-4,1559,1618,19,0,0,1618,"null",978,1005,2
"AS",19930,"N556AS",14057,"PDX",13930,"ORD",1020,1012,-8,1618,1620,2,0,0,1620,"null",980,1005,2
"AA",19805,"N3FWAA",13303,"MIA",13930,"ORD",1405,1412,7,1620,1621,1,0,0,1621,"null",981,1005,2
"MQ",20398,"N693MQ",11612,"EVV",13930,"ORD",1505,1507,2,1635,1621,-14,0,0,1621,"null",981,1005,2
"OO",20304,"N702SK",13502,"MTJ",13930,"ORD",1238,1259,21,1625,1622,-3,0,0,1622,"null",982,1005,2
"EV",20366,"N16571",12884,"LAN",13930,"ORD",1603,1632,29,1608,1623,15,0,0,1623,"null",983,1005,2
"OO",20304,"N986SW",12278,"ICT",13930,"ORD",1448,1448,0,1634,1623,-11,0,0,1623,"null",983,1005,2
"AA",19805,"N3BCAA",10721,"BOS",13930,"ORD",1410,1415,5,1600,1623,23,0,0,1623,"null",983,1005,2
"MQ",20398,"N613MQ",15048,"SUX",13930,"ORD",1450,1457,7,1625,1625,0,0,0,1625,"null",985,1005,2
"AA",19805,"N505AA",13204,"MCO",13930,"ORD",1440,1449,9,1640,1626,-14,0,0,1626,"null",986,1005,2
"OO",20304,"N701BR",14006,"PAH",13930,"ORD",1454,1510,16,1629,1627,-2,0,0,1627,"null",987,1005,2
"EV",20366,"N16987",10785,"BTV",13930,"ORD",1454,1453,-1,1626,1628,2,0,0,1628,"null",988,1005,2
"OO",20304,"N593ML",11823,"FWA",13930,"ORD",1615,1635,20,1617,1628,11,0,0,1628,"null",988,1005,2
"MQ",20398,"N636MQ",13342,"MKE",13930,"ORD",1550,1543,-7,1650,1628,-22,0,0,1628,"null",988,1005,2
"OO",20304,"N984CA",11471,"EAU",13930,"ORD",1509,1503,-6,1627,1632,5,0,0,1632,"null",992,1005,2
"UA",19977,"N808UA",12266,"IAH",13930,"ORD",1340,1428,48,1619,1632,13,0,0,1632,"null",992,1005,2
"EV",20366,"N11565",13871,"OMA",13930,"ORD",1415,1502,47,1549,1634,45,0,0,1634,"null",994,1005,2
"UA",19977,"N813UA",14122,"PIT",13930,"ORD",1549,1543,-6,1621,1634,13,0,0,1634,"null",994,1005,2
"AA",19805,"N4UCAA",12953,"LGA",13930,"ORD",1455,1445,-10,1645,1635,-10,0,0,1635,"null",995,1005,2
"UA",19977,"N489UA",14107,"PHX",13930,"ORD",1235,1229,-6,1656,1639,-17,0,0,1639,"null",999,1005,2
"OO",20304,"N724SK",10372,"ASE",13930,"ORD",1121,1251,90,1505,1639,94,0,0,1639,"null",999,1005,2
"MQ",20398,"N644MQ",10693,"BNA",13930,"ORD",1425,1521,56,1605,1640,35,0,0,1640,"null",1000,1005,2
"OO",20304,"N984CA",11471,"EAU",13930,"ORD",1509,1503,-6,1627,1632,5,0,0,1632,"null",992,1020,14
"UA",19977,"N808UA",12266,"IAH",13930,"ORD",1340,1428,48,1619,1632,13,0,0,1632,"null",992,1020,14
"EV",20366,"N11565",13871,"OMA",13930,"ORD",1415,1502,47,1549,1634,45,0,0,1634,"null",994,1020,14
"UA",19977,"N813UA",14122,"PIT",13930,"ORD",1549,1543,-6,1621,1634,13,0,0,1634,"null",994,1020,14
"AA",19805,"N4UCAA",12953,"LGA",13930,"ORD",1455,1445,-10,1645,1635,-10,0,0,1635,"null",995,1020,14
"UA",19977,"N489UA",14107,"PHX",13930,"ORD",1235,1229,-6,1656,1639,-17,0,0,1639,"null",999,1020,14
"OO",20304,"N724SK",10372,"ASE",13930,"ORD",1121,1251,90,1505,1639,94,0,0,1639,"null",999,1020,14
"MQ",20398,"N644MQ",10693,"BNA",13930,"ORD",1425,1521,56,1605,1640,35,0,0,1640,"null",1000,1020,14
"MQ",20398,"N699MQ",11042,"CLE",13930,"ORD",1525,1607,42,1555,1645,50,0,0,1645,"null",1005,1020,14
"AA",19805,"N4YDAA",14107,"PHX",13930,"ORD",1230,1239,9,1655,1649,-6,0,0,1649,"null",1009,1020,14
"UA",19977,"N75436",11697,"FLL",13930,"ORD",1446,1443,-3,1711,1650,-21,0,0,1650,"null",1010,1020,14
"AA",19805,"N3DFAA",14771,"SFO",13930,"ORD",1045,1040,-5,1700,1650,-10,0,0,1650,"null",1010,1020,14
"AA",19805,"N3DAAA",14747,"SEA",13930,"ORD",835,1104,149,1435,1650,135,0,11,1650,"null",1010,1020,14
"OO",20304,"N708SK",10372,"ASE",13930,"ORD",1250,1301,11,1630,1650,20,0,0,1650,"null",1010,1020,14
"OO",20304,"N932SW",13198,"MCI",13930,"ORD",1512,1511,-1,1641,1650,9,0,0,1650,"null",1010,1020,14
"MQ",20398,"N617MQ",13871,"OMA",13930,"ORD",1445,1518,33,1625,1650,25,0,0,1650,"null",1010,1020,14
"MQ",20398,"N519MQ",14683,"SAT",13930,"ORD",1420,1432,12,1655,1650,-5,0,0,1650,"null",1010,1020,14
"MQ",20398,"N842MQ",11423,"DSM",13930,"ORD",1545,1539,-6,1710,1651,-19,0,0,1651,"null",1011,1020,14
"UA",19977,"N38727",14908,"SNA",13930,"ORD",1121,1118,-3,1718,1653,-25,0,0,1653,"null",1013,1020,14
"UA",19977,"N81449",11292,"DEN",13930,"ORD",1342,1347,5,1704,1653,-11,0,0,1653,"null",1013,1020,14
"EV",20366,"N14568",13851,"OKC",13930,"ORD",1447,1515,28,1650,1656,6,0,0,1656,"null",1016,1020,14
"OO",20304,"N980SW",11337,"DLH",13930,"ORD",1527,1524,-3,1703,1656,-7,0,0,1656,"null",1016,1020,14
"AA",19805,"N486AA",15376,"TUS",13930,"ORD",1255,1259,4,1720,1657,-23,0,0,1657,"null",1017,1020,14
"EV",20366,"N26545",15380,"TVC",13930,"ORD",1537,1658,81,1553,1657,64,0,0,1657,"null",1017,1020,14
"AA",19805,"N593AA",14635,"RSW",13930,"ORD",1435,1518,43,1645,1659,14,0,13,1659,"null",1019,1020,14
"MQ",20398,"N699MQ",11042,"CLE",13930,"ORD",1525,1607,42,1555,1645,50,0,0,1645,"null",1005,1035,7
"AA",19805,"N4YDAA",14107,"PHX",13930,"ORD",1230,1239,9,1655,1649,-6,0,0,1649,"null",1009,1035,7
"UA",19977,"N75436",11697,"FLL",13930,"ORD",1446,1443,-3,1711,1650,-21,0,0,1650,"null",1010,1035,7
"AA",19805,"N3DFAA",14771,"SFO",13930,"ORD",1045,1040,-5,1700,1650,-10,0,0,1650,"null",1010,1035,7
"AA",19805,"N3DAAA",14747,"SEA",13930,"ORD",835,1104,149,1435,1650,135,0,11,1650,"null",1010,1035,7
"OO",20304,"N708SK",10372,"ASE",13930,"ORD",1250,1301,11,1630,1650,20,0,0,1650,"null",1010,1035,7
"OO",20304,"N932SW",13198,"MCI",13930,"ORD",1512,1511,-1,1641,1650,9,0,0,1650,"null",1010,1035,7
"MQ",20398,"N617MQ",13871,"OMA",13930,"ORD",1445,1518,33,1625,1650,25,0,0,1650,"null",1010,1035,7
"MQ",20398,"N519MQ",14683,"SAT",13930,"ORD",1420,1432,12,1655,1650,-5,0,0,1650,"null",1010,1035,7
"MQ",20398,"N842MQ",11423,"DSM",13930,"ORD",1545,1539,-6,1710,1651,-19,0,0,1651,"null",1011,1035,7
"UA",19977,"N38727",14908,"SNA",13930,"ORD",1121,1118,-3,1718,1653,-25,0,0,1653,"null",1013,1035,7
"UA",19977,"N81449",11292,"DEN",13930,"ORD",1342,1347,5,1704,1653,-11,0,0,1653,"null",1013,1035,7
"EV",20366,"N14568",13851,"OKC",13930,"ORD",1447,1515,28,1650,1656,6,0,0,1656,"null",1016,1035,7
"OO",20304,"N980SW",11337,"DLH",13930,"ORD",1527,1524,-3,1703,1656,-7,0,0,1656,"null",1016,1035,7
"AA",19805,"N486AA",15376,"TUS",13930,"ORD",1255,1259,4,1720,1657,-23,0,0,1657,"null",1017,1035,7
"EV",20366,"N26545",15380,"TVC",13930,"ORD",1537,1658,81,1553,1657,64,0,0,1657,"null",1017,1035,7
"AA",19805,"N593AA",14635,"RSW",13930,"ORD",1435,1518,43,1645,1659,14,0,13,1659,"null",1019,1035,7
"UA",19977,"N73406",11042,"CLE",13930,"ORD",1625,1638,13,1700,1703,3,0,0,1703,"null",1023,1035,7
"US",20355,"N104UW",11057,"CLT",13930,"ORD",1610,1613,3,1710,1709,-1,0,0,1709,"null",1029,1035,7
"DL",19790,"N548US",10397,"ATL",13930,"ORD",1615,1614,-1,1727,1711,-16,0,0,1711,"null",1031,1035,7
"UA",19977,"N36272",12892,"LAX",13930,"ORD",1040,1114,34,1645,1711,26,0,0,1711,"null",1031,1035,7
"MQ",20398,"N512MQ",13487,"MSP",13930,"ORD",1555,1547,-8,1725,1714,-11,0,0,1714,"null",1034,1035,7
"UA",19977,"N73406",11042,"CLE",13930,"ORD",1625,1638,13,1700,1703,3,0,0,1703,"null",1023,1050,12
"US",20355,"N104UW",11057,"CLT",13930,"ORD",1610,1613,3,1710,1709,-1,0,0,1709,"null",1029,1050,12
"DL",19790,"N548US",10397,"ATL",13930,"ORD",1615,1614,-1,1727,1711,-16,0,0,1711,"null",1031,1050,12
"UA",19977,"N36272",12892,"LAX",13930,"ORD",1040,1114,34,1645,1711,26,0,0,1711,"null",1031,1050,12
"MQ",20398,"N512MQ",13487,"MSP",13930,"ORD",1555,1547,-8,1725,1714,-11,0,0,1714,"null",1034,1050,12
"AA",19805,"N613AA",15016,"STL",13930,"ORD",1600,0,0,1715,0,0,1,0,1715,"null",1035,1050,12
"AA",19805,"N556AA",14027,"PBI",13930,"ORD",1520,1522,2,1735,1715,-20,0,0,1715,"null",1035,1050,12
"MQ",20398,"N503MQ",10397,"ATL",13930,"ORD",1545,1610,25,1650,1716,26,0,0,1716,"null",1036,1050,12
"UA",19977,"N593UA",12441,"JAC",13930,"ORD",1309,1310,1,1713,1716,3,0,0,1716,"null",1036,1050,12
"EV",20366,"N27190",11986,"GRR",13930,"ORD",1700,1718,18,1701,1716,15,0,0,1716,"null",1036,1050,12
"OO",20304,"N923SW",13485,"MSN",13930,"ORD",1618,1617,-1,1714,1718,4,0,0,1718,"null",1038,1050,12
"OO",20304,"N755SK",13487,"MSP",13930,"ORD",1542,1542,0,1705,1718,13,0,0,1718,"null",1038,1050,12
"OO",20304,"N507CA",13342,"MKE",13930,"ORD",1618,1627,9,1707,1719,12,0,0,1719,"null",1039,1050,12
"US",20355,"N119US",14100,"PHL",13930,"ORD",1600,1552,-8,1721,1720,-1,0,0,1720,"null",1040,1050,12
"UA",19977,"N497UA",11618,"EWR",13930,"ORD",1457,1529,32,1634,1720,46,0,0,1720,"null",1040,1050,12
"VX",21171,"N639VA",12892,"LAX",13930,"ORD",1130,1130,0,1735,1721,-14,0,0,1721,"null",1041,1050,12
"UA",19977,"N71411",14057,"PDX",13930,"ORD",1115,1116,1,1705,1722,17,0,0,1722,"null",1042,1050,12
"AA",19805,"N3HAAA",11697,"FLL",13930,"ORD",1435,1518,43,1700,1723,23,0,0,1723,"null",1043,1050,12
"MQ",20398,"N809MQ",13485,"MSN",13930,"ORD",1635,1628,-7,1740,1724,-16,0,0,1724,"null",1044,1050,12
"UA",19977,"N76265",14747,"SEA",13930,"ORD",1101,1117,16,1653,1725,32,0,0,1725,"null",1045,1050,12
"AA",19805,"N3DHAA",14908,"SNA",13930,"ORD",1130,0,0,1725,0,0,1,0,1725,"null",1045,1050,12
"MQ",20398,"N804MQ",14122,"PIT",13930,"ORD",1650,1643,-7,1725,0,0,0,0,1725,"null",1045,1050,12
"EV",20366,"N14570",14696,"SBN",13930,"ORD",1642,1730,48,1628,1726,58,0,0,1726,"null",1046,1050,12
"EV",20366,"N11539",10792,"BUF",13930,"ORD",1609,1641,32,1700,1726,26,0,0,1726,"null",1046,1050,12
"US",20355,"N628AW",14107,"PHX",13930,"ORD",1320,1319,-1,1740,1727,-13,0,0,1727,"null",1047,1050,12
"EV",20366,"N48901",12448,"JAN",13930,"ORD",1519,1537,18,1716,1728,12,0,0,1728,"null",1048,1050,12
"OO",20304,"N507CA",13342,"MKE",13930,"ORD",1618,1627,9,1707,1719,12,0,0,1719,"null",1039,1065,10
"US",20355,"N119US",14100,"PHL",13930,"ORD",1600,1552,-8,1721,1720,-1,0,0,1720,"null",1040,1065,10
"UA",19977,"N497UA",11618,"EWR",13930,"ORD",1457,1529,32,1634,1720,46,0,0,1720,"null",1040,1065,10
"VX",21171,"N639VA",12892,"LAX",13930,"ORD",1130,1130,0,1735,1721,-14,0,0,1721,"null",1041,1065,10
"UA",19977,"N71411",14057,"PDX",13930,"ORD",1115,1116,1,1705,1722,17,0,0,1722,"null",1042,1065,10
"AA",19805,"N3HAAA",11697,"FLL",13930,"ORD",1435,1518,43,1700,1723,23,0,0,1723,"null",1043,1065,10
"MQ",20398,"N809MQ",13485,"MSN",13930,"ORD",1635,1628,-7,1740,1724,-16,0,0,1724,"null",1044,1065,10
"UA",19977,"N76265",14747,"SEA",13930,"ORD",1101,1117,16,1653,1725,32,0,0,1725,"null",1045,1065,10
"AA",19805,"N613AA",15016,"STL",13930,"ORD",1600,0,0,1715,0,0,1,0,1715,"null",1035,1065,10
"AA",19805,"N556AA",14027,"PBI",13930,"ORD",1520,1522,2,1735,1715,-20,0,0,1715,"null",1035,1065,10
"MQ",20398,"N503MQ",10397,"ATL",13930,"ORD",1545,1610,25,1650,1716,26,0,0,1716,"null",1036,1065,10
"UA",19977,"N593UA",12441,"JAC",13930,"ORD",1309,1310,1,1713,1716,3,0,0,1716,"null",1036,1065,10
"EV",20366,"N27190",11986,"GRR",13930,"ORD",1700,1718,18,1701,1716,15,0,0,1716,"null",1036,1065,10
"OO",20304,"N923SW",13485,"MSN",13930,"ORD",1618,1617,-1,1714,1718,4,0,0,1718,"null",1038,1065,10
"OO",20304,"N755SK",13487,"MSP",13930,"ORD",1542,1542,0,1705,1718,13,0,0,1718,"null",1038,1065,10
"AA",19805,"N3DHAA",14908,"SNA",13930,"ORD",1130,0,0,1725,0,0,1,0,1725,"null",1045,1065,10
"MQ",20398,"N804MQ",14122,"PIT",13930,"ORD",1650,1643,-7,1725,0,0,0,0,1725,"null",1045,1065,10
"EV",20366,"N14570",14696,"SBN",13930,"ORD",1642,1730,48,1628,1726,58,0,0,1726,"null",1046,1065,10
"EV",20366,"N11539",10792,"BUF",13930,"ORD",1609,1641,32,1700,1726,26,0,0,1726,"null",1046,1065,10
"US",20355,"N628AW",14107,"PHX",13930,"ORD",1320,1319,-1,1740,1727,-13,0,0,1727,"null",1047,1065,10
"EV",20366,"N48901",12448,"JAN",13930,"ORD",1519,1537,18,1716,1728,12,0,0,1728,"null",1048,1065,10
"UA",19977,"N37290",14771,"SFO",13930,"ORD",1041,1102,21,1656,1731,35,0,0,1731,"null",1051,1065,10
"UA",19977,"N16732",10721,"BOS",13930,"ORD",1534,1527,-7,1722,1731,9,0,0,1731,"null",1051,1065,10
"EV",20366,"N17560",11775,"FSD",13930,"ORD",1458,1543,45,1634,1733,59,0,0,1733,"null",1053,1065,10
"EV",20366,"N14923",13367,"MLI",13930,"ORD",1648,1646,-2,1744,1733,-11,0,0,1733,"null",1053,1065,10
"UA",19977,"N483UA",11057,"CLT",13930,"ORD",1651,1652,1,1801,1734,-27,0,0,1734,"null",1054,1065,10
"MQ",20398,"N918MQ",12992,"LIT",13930,"ORD",1535,1559,24,1725,1734,9,0,0,1734,"null",1054,1065,10
"AA",19805,"N4XDAA",11298,"DFW",13930,"ORD",1505,1539,34,1720,1737,17,0,0,1737,"null",1057,1065,10
"OO",20304,"N768SK",10713,"BOI",13930,"ORD",1300,1259,-1,1724,1739,15,0,0,1739,"null",1059,1065,10
"AA",19805,"N3CYAA",14679,"SAN",13930,"ORD",1205,1206,1,1805,1740,-25,0,0,1740,"null",1060,1065,10
"MQ",20398,"N614MQ",10792,"BUF",13930,"ORD",1700,1652,-8,1755,1740,-15,0,0,1740,"null",1060,1065,10
"MQ",20398,"N813MQ",10990,"CHO",13930,"ORD",1700,1655,-5,1800,1752,-8,0,0,1752,"null",1072,1080,8
"AA",19805,"N4WKAA",13198,"MCI",13930,"ORD",1615,1636,21,1740,1753,13,0,0,1753,"null",1073,1080,8
"9E",20363,"N904XJ",12478,"JFK",13930,"ORD",1540,1546,6,1748,1753,5,0,0,1753,"null",1073,1080,8
"YV",20378,"N514MJ",10397,"ATL",13930,"ORD",1649,1641,-8,1755,1754,-1,0,0,1754,"null",1074,1080,8
"AA",19805,"N4WNAA",12889,"LAS",13930,"ORD",1230,1226,-4,1815,1755,-20,0,0,1755,"null",1075,1080,8
"EV",20366,"N14907",14457,"RAP",13930,"ORD",1421,1444,23,1730,1756,26,0,0,1756,"null",1076,1080,8
"UA",19977,"N34455",15304,"TPA",13930,"ORD",1622,1623,1,1813,1757,-16,0,0,1757,"null",1077,1080,8
"UA",19977,"N37290",14771,"SFO",13930,"ORD",1041,1102,21,1656,1731,35,0,0,1731,"null",1051,1080,8
"UA",19977,"N16732",10721,"BOS",13930,"ORD",1534,1527,-7,1722,1731,9,0,0,1731,"null",1051,1080,8
"EV",20366,"N17560",11775,"FSD",13930,"ORD",1458,1543,45,1634,1733,59,0,0,1733,"null",1053,1080,8
"EV",20366,"N14923",13367,"MLI",13930,"ORD",1648,1646,-2,1744,1733,-11,0,0,1733,"null",1053,1080,8
"UA",19977,"N483UA",11057,"CLT",13930,"ORD",1651,1652,1,1801,1734,-27,0,0,1734,"null",1054,1080,8
"MQ",20398,"N918MQ",12992,"LIT",13930,"ORD",1535,1559,24,1725,1734,9,0,0,1734,"null",1054,1080,8
"AA",19805,"N4XDAA",11298,"DFW",13930,"ORD",1505,1539,34,1720,1737,17,0,0,1737,"null",1057,1080,8
"OO",20304,"N768SK",10713,"BOI",13930,"ORD",1300,1259,-1,1724,1739,15,0,0,1739,"null",1059,1080,8
"AA",19805,"N3CYAA",14679,"SAN",13930,"ORD",1205,1206,1,1805,1740,-25,0,0,1740,"null",1060,1080,8
"MQ",20398,"N614MQ",10792,"BUF",13930,"ORD",1700,1652,-8,1755,1740,-15,0,0,1740,"null",1060,1080,8
"UA",19977,"N487UA",12953,"LGA",13930,"ORD",1600,1557,-3,1742,1746,4,0,0,1746,"null",1066,1080,8
"OO",20304,"N967SW",13342,"MKE",13930,"ORD",1711,1706,-5,1800,1749,-11,0,0,1749,"null",1069,1080,8
"UA",19977,"N484UA",11618,"EWR",13930,"ORD",1601,1601,0,1735,1750,15,0,0,1750,"null",1070,1080,8
"UA",19977,"N442UA",12266,"IAH",13930,"ORD",1432,1529,57,1712,1750,38,0,0,1750,"null",1070,1080,8
"B6",20409,"N316JB",12478,"JFK",13930,"ORD",1550,1603,13,1739,1751,12,0,0,1751,"null",1071,1080,8
"UA",19977,"N487UA",12953,"LGA",13930,"ORD",1600,1557,-3,1742,1746,4,0,0,1746,"null",1066,1095,10
"OO",20304,"N967SW",13342,"MKE",13930,"ORD",1711,1706,-5,1800,1749,-11,0,0,1749,"null",1069,1095,10
"UA",19977,"N484UA",11618,"EWR",13930,"ORD",1601,1601,0,1735,1750,15,0,0,1750,"null",1070,1095,10
"UA",19977,"N442UA",12266,"IAH",13930,"ORD",1432,1529,57,1712,1750,38,0,0,1750,"null",1070,1095,10
"B6",20409,"N316JB",12478,"JFK",13930,"ORD",1550,1603,13,1739,1751,12,0,0,1751,"null",1071,1095,10
"MQ",20398,"N813MQ",10990,"CHO",13930,"ORD",1700,1655,-5,1800,1752,-8,0,0,1752,"null",1072,1095,10
"AA",19805,"N4WKAA",13198,"MCI",13930,"ORD",1615,1636,21,1740,1753,13,0,0,1753,"null",1073,1095,10
"9E",20363,"N904XJ",12478,"JFK",13930,"ORD",1540,1546,6,1748,1753,5,0,0,1753,"null",1073,1095,10
"YV",20378,"N514MJ",10397,"ATL",13930,"ORD",1649,1641,-8,1755,1754,-1,0,0,1754,"null",1074,1095,10
"AA",19805,"N4WNAA",12889,"LAS",13930,"ORD",1230,1226,-4,1815,1755,-20,0,0,1755,"null",1075,1095,10
"EV",20366,"N14907",14457,"RAP",13930,"ORD",1421,1444,23,1730,1756,26,0,0,1756,"null",1076,1095,10
"UA",19977,"N34455",15304,"TPA",13930,"ORD",1622,1623,1,1813,1757,-16,0,0,1757,"null",1077,1095,10
"MQ",20398,"N638MQ",10693,"BNA",13930,"ORD",1615,1639,24,1800,1803,3,0,0,1803,"null",1083,1095,10
"MQ",20398,"N900MQ",11433,"DTW",13930,"ORD",1805,1757,-8,1835,1803,-32,0,0,1803,"null",1083,1095,10
"MQ",20398,"N667MQ",14576,"ROC",13930,"ORD",1715,1708,-7,1830,1804,-26,0,0,1804,"null",1084,1095,10
"AA",19805,"N569AA",12953,"LGA",13930,"ORD",1610,1605,-5,1800,1804,4,0,0,1804,"null",1084,1095,10
"MQ",20398,"N833MQ",10685,"BMI",13930,"ORD",1730,1723,-7,1825,1807,-18,0,0,1807,"null",1087,1095,10
"MQ",20398,"N854MQ",10268,"ALO",13930,"ORD",1655,1704,9,1825,1810,-15,0,0,1810,"null",1090,1095,10
"DL",19790,"N401EA",10397,"ATL",13930,"ORD",1730,1725,-5,1844,1810,-34,0,0,1810,"null",1090,1095,10
"AA",19805,"N598AA",14100,"PHL",13930,"ORD",1700,1649,-11,1835,1812,-23,0,0,1812,"null",1092,1095,10
"UA",19977,"N537UA",14771,"SFO",13930,"ORD",1156,1158,2,1804,1814,10,0,0,1814,"null",1094,1095,10
"AA",19805,"N598AA",14100,"PHL",13930,"ORD",1700,1649,-11,1835,1812,-23,0,0,1812,"null",1092,1110,21
"UA",19977,"N537UA",14771,"SFO",13930,"ORD",1156,1158,2,1804,1814,10,0,0,1814,"null",1094,1110,21
"OO",20304,"N825SK",14869,"SLC",13930,"ORD",1355,1354,-1,1805,1815,10,0,0,1815,"null",1095,1110,21
"AA",19805,"N3ALAA",12892,"LAX",13930,"ORD",1220,1219,-1,1830,1815,-15,0,0,1815,"null",1095,1110,21
